order_id,customer_id,amount,country,order_date
203,386,408.25,ES,2025-06-13
204,347,383.47,DE,2025-07-23
205,191,358.41,US,2025-12-23
206,139,247.16,ES,2025-04-12
207,170,307.54,DE,2025-03-05
208,196,251.16,FR,2025-09-25
209,98,459.47,US,2025-04-21
210,145,242.43,FR,2025-03-06
211,370,313.09,DE,2025-09-05
212,194,72.2,IT,2025-11-03
213,183,91.74,IT,2025-05-01
214,98,230.79,US,2025-11-16
215,463,357.33,US,2025-11-15
216,359,391.7,IT,2025-02-02
217,454,67.23,US,2025-03-19
218,171,444.14,IT,2025-11-23
219,380,260.05,DE,2025-05-26
220,162,177.92,FR,2025-03-11
221,69,306.05,IT,2025-05-10
222,142,252.78,ES,2025-12-13
223,437,12.56,FR,2025-03-14
224,60,24.48,ES,2025-03-14
225,463,184.24,US,2025-12-04
226,247,403.81,IT,2025-02-04
227,345,339.45,FR,2025-08-04
228,272,102.41,US,2025-03-14
229,145,83.33,US,2025-12-25
230,338,292.99,ES,2025-06-29
231,161,53.25,DE,2025-08-19
232,415,230.81,IT,2025-09-26
233,32,366.24,US,2025-11-26
234,160,455.16,ES,2025-04-17
235,136,166.24,IT,2025-05-02
236,498,210.96,IT,2025-05-14
237,274,481.41,FR,2025-09-28
238,131,428.2,ES,2025-11-18
239,177,263.66,IT,2025-06-03
240,444,17.95,FR,2025-06-15
241,348,125.55,IT,2025-10-11
242,108,345.47,ES,2025-09-16
243,354,41.12,FR,2025-03-16
244,150,385.03,FR,2025-03-09
245,100,259.43,US,2025-03-11
246,265,192.52,ES,2025-07-26
247,487,350.02,US,2025-12-05
248,31,145.49,DE,2025-12-19
249,474,317.33,US,2025-03-08
250,390,264.37,IT,2025-10-25
251,132,73.39,ES,2025-10-18
252,152,369.8,DE,2025-11-06
253,78,338.19,FR,2025-07-11
254,238,96.58,IT,2025-10-01
255,452,80.53,FR,2025-06-03
256,106,361.78,IT,2025-01-23
257,284,225.31,IT,2025-06-23
258,144,256.32,FR,2025-08-28
259,123,396.43,IT,2025-10-05
260,438,385.34,IT,2026-01-06
261,404,241.76,ES,2026-01-14
262,52,267.28,FR,2025-08-11
263,151,460.97,US,2025-10-09
264,395,392.8,ES,2025-06-13
265,183,108.39,IT,2025-04-20
266,373,434.55,US,2025-02-25
267,277,173.93,IT,2025-08-03
268,277,48.37,ES,2025-02-22
269,481,126.28,IT,2025-11-09
270,328,112.28,US,2025-10-27
271,335,311.52,IT,2025-12-04
272,305,102.7,IT,2025-05-30
273,270,431.15,IT,2025-03-13
274,285,431.93,IT,2025-06-07
275,19,451.82,FR,2025-09-21
276,50,460.5,US,2025-12-11
277,10,266.12,FR,2025-12-28
278,56,356.57,US,2025-12-29
279,335,296.12,IT,2025-05-08
280,340,294.43,IT,2025-02-25
281,246,292.29,DE,2025-11-03
282,374,155.31,FR,2025-01-28
283,376,257.41,IT,2025-12-01
284,276,390.6,ES,2025-08-16
285,368,78.89,DE,2025-09-06
286,55,458.47,US,2025-03-30
287,1,157.29,FR,2025-03-11
288,235,129.2,ES,2025-05-17
289,159,495.61,IT,2025-05-20
290,122,256.43,ES,2025-02-24
291,51,481.82,DE,2025-04-24
292,93,118.68,US,2025-03-19
293,404,106.61,IT,2025-02-01
294,409,259.39,US,2025-06-01
295,280,479.88,FR,2025-04-07
296,279,278.95,IT,2026-01-09
297,108,240.38,ES,2025-07-18
298,130,355.14,US,2025-07-11
299,435,366.08,IT,2025-07-04
300,208,51.43,ES,2025-05-27
301,155,398.7,ES,2025-07-05
302,346,158.41,ES,2025-10-24
303,244,367.8,FR,2025-09-02
304,442,105.12,ES,2025-11-02
305,288,325.35,US,2025-12-18
306,29,143.63,US,2025-10-27
307,194,257.97,US,2025-03-03
308,375,15.51,US,2025-03-02
309,13,277.58,US,2025-08-28
310,315,162.02,US,2025-08-20
311,181,448.35,US,2025-04-29
312,205,454.98,IT,2025-07-22
313,378,477.08,IT,2025-11-23
314,365,91.11,DE,2025-11-12
315,167,61.46,ES,2025-12-05
316,354,356.58,ES,2025-08-14
317,114,396.29,IT,2025-11-08
318,323,297.25,FR,2025-09-01
319,284,119.45,US,2025-04-16
320,4,146.9,US,2025-03-16
321,316,308.32,IT,2025-04-22
322,297,331.82,US,2025-09-13
323,104,28.49,DE,2025-01-28
324,263,268.83,ES,2025-07-07
325,390,303.02,IT,2025-02-17
326,433,390.07,ES,2025-05-26
327,75,288.58,FR,2025-06-27
328,462,184.16,IT,2025-01-23
329,205,147.75,FR,2025-11-02
330,434,448.83,IT,2025-05-14
331,253,460.63,ES,2025-02-04
332,101,351.92,IT,2025-06-21
333,58,250.26,DE,2025-11-13
334,173,326.69,ES,2025-06-10
335,324,399.66,IT,2025-10-28
336,443,145.47,DE,2025-11-11
337,192,346.17,US,2025-08-16
338,110,491.67,US,2026-01-12
339,305,305.94,IT,2025-04-21
340,371,326.78,FR,2025-03-24
341,138,315.05,DE,2025-09-11
342,99,39.82,IT,2025-05-22
343,132,461.66,DE,2025-02-28
344,372,92.06,DE,2025-03-30
345,197,343.84,US,2025-10-21
346,257,276.23,FR,2025-04-17
347,27,330.36,US,2025-05-02
348,101,154.89,FR,2025-03-01
349,287,18.93,DE,2025-01-21
350,446,288.42,IT,2025-10-28
351,323,61.29,DE,2025-02-13
352,4,242.34,DE,2025-04-22
353,106,358.98,FR,2025-09-07
354,376,233.54,DE,2026-01-10
355,129,405.19,IT,2025-08-19
356,112,430.13,DE,2025-03-30
357,21,191.66,DE,2025-10-01
358,360,197.38,US,2025-10-01
359,439,280.45,ES,2025-07-15
360,181,482.9,DE,2025-10-16
361,266,497.53,US,2025-10-06
362,156,62.5,ES,2025-02-28
363,187,403.63,US,2026-01-12
364,75,412.7,FR,2025-04-25
365,163,86.7,FR,2025-09-17
366,235,79.11,DE,2025-08-05
367,142,423.08,DE,2025-11-06
368,117,71.27,DE,2025-02-27
369,397,462.18,IT,2025-02-25
370,66,140.87,FR,2025-10-04
371,378,293.51,IT,2025-09-27
372,42,471.58,ES,2025-09-14
373,408,131.06,FR,2025-10-19
374,264,220.75,DE,2025-05-20
375,265,201.12,US,2025-04-23
376,339,243.64,ES,2025-09-08
377,199,274.38,FR,2025-12-29
378,219,384.57,IT,2025-03-22
379,409,216.7,ES,2025-03-08
380,301,70.81,US,2025-05-06
381,135,155.76,IT,2025-05-23
382,490,255.89,DE,2026-01-12
383,461,364.2,US,2025-11-12
384,492,32.07,FR,2025-12-16
385,233,237.94,DE,2025-05-11
386,125,449.56,FR,2025-11-24
387,435,373.94,DE,2025-04-17
388,232,376.81,DE,2025-04-29
389,50,499.45,IT,2025-04-15
390,147,437.72,ES,2025-06-07
391,404,169.43,IT,2025-10-31
392,4,55.63,DE,2025-11-30
393,233,146.35,ES,2025-06-29
394,111,14.06,FR,2025-11-07
395,366,346.13,DE,2025-03-22
396,91,435.05,ES,2025-04-01
397,446,299.98,DE,2025-01-30
398,320,472.51,ES,2025-04-15
399,496,232.58,IT,2025-09-21
400,351,129.17,IT,2025-09-28
401,137,252.83,FR,2025-04-14
402,419,182.85,DE,2025-02-19
403,489,372.19,DE,2025-06-02
404,13,239.2,ES,2025-08-12
405,369,354.08,FR,2025-08-02
406,323,498.76,IT,2025-06-22
407,84,205.62,FR,2025-12-21
408,128,254.49,IT,2025-09-29
409,81,196.74,IT,2025-01-24
410,96,306.1,US,2025-08-13
411,321,338.2,ES,2025-08-25
412,131,488.66,US,2025-02-01
413,43,261.53,FR,2025-06-25
414,438,214.72,FR,2025-09-12
415,475,497.18,US,2025-08-17
416,120,246.09,IT,2025-04-06
417,82,44.25,US,2025-10-24
418,379,128.17,ES,2025-03-04
419,372,199.45,ES,2025-11-09
420,70,160.65,ES,2025-03-05
421,5,402.71,FR,2025-08-09
422,430,273.31,ES,2025-04-27
423,479,184.36,ES,2025-05-03
424,225,260.38,FR,2025-08-07
425,92,389.03,IT,2025-11-10
426,149,201.97,DE,2025-06-20
427,145,428.6,DE,2025-06-30
428,211,296.97,ES,2025-11-20
429,416,309.23,FR,2025-04-17
430,210,269.31,ES,2025-09-14
431,86,12.23,DE,2025-05-31
432,394,119.07,ES,2025-12-20
433,412,220.44,ES,2025-07-03
434,272,202.97,US,2025-06-25
435,303,368.44,DE,2025-10-03
436,112,436.62,DE,2026-01-11
437,28,477.43,ES,2025-07-07
438,373,370.08,DE,2025-03-17
439,431,69.07,FR,2026-01-02
440,236,245.62,IT,2025-07-04
441,203,277.2,ES,2025-03-30
442,128,461.47,DE,2025-07-16
443,317,474.2,IT,2025-08-01
444,72,297.84,DE,2026-01-13
445,210,399.5,FR,2025-07-26
446,433,85.53,US,2025-04-10
447,270,181.89,DE,2025-10-09
448,225,258.57,ES,2025-07-30
449,392,342.52,FR,2025-11-26
450,42,433.82,US,2025-05-05
451,232,178.99,US,2025-04-27
452,371,355.42,ES,2025-04-04
453,283,315.23,DE,2025-04-27
454,82,260.46,FR,2025-03-09
455,306,212.8,ES,2025-08-19
456,371,320.7,DE,2025-11-28
457,147,285.81,IT,2025-04-13
458,407,332.21,FR,2025-03-06
459,266,455.87,DE,2025-04-16
460,299,460.01,IT,2025-08-06
461,52,297.14,ES,2025-11-06
462,32,379.8,US,2025-11-06
463,75,328.23,DE,2025-07-20
464,199,366.68,DE,2025-04-21
465,500,241.6,FR,2025-09-06
466,298,141.26,ES,2025-06-04
467,408,426.96,US,2025-03-07
468,246,264.56,DE,2025-10-17
469,256,194.55,DE,2025-04-21
470,296,28.78,IT,2025-04-15
471,118,253.06,IT,2025-12-11
472,325,109.48,FR,2025-09-09
473,41,160.05,FR,2025-07-19
474,164,280.77,FR,2025-08-20
475,432,255.78,US,2025-10-27
476,63,322.25,IT,2025-11-09
477,153,84.41,ES,2025-04-22
478,45,322.61,US,2025-07-23
479,152,200.4,US,2025-05-10
480,202,483.85,DE,2025-06-22
481,29,59.93,DE,2025-11-18
482,365,127.77,DE,2025-02-16
483,338,479.86,DE,2025-07-06
484,72,90.36,US,2025-09-17
485,205,431.56,DE,2025-02-16
486,305,208.69,FR,2025-06-20
487,318,274.14,IT,2025-11-18
488,246,489.51,FR,2025-07-10
489,380,232.48,FR,2025-11-28
490,244,145.75,US,2025-07-24
491,428,169.6,DE,2025-09-19
492,96,426.59,FR,2025-05-19
493,330,219.21,US,2025-07-06
494,78,416.7,IT,2026-01-02
495,137,298.61,IT,2025-04-30
496,400,72.8,FR,2025-08-26
497,94,186.3,ES,2025-08-09
498,378,159.18,IT,2025-07-11
499,55,385.66,DE,2025-02-21
500,323,224.82,IT,2025-08-29
501,106,334.03,DE,2025-10-23
502,209,81.73,ES,2025-07-11
503,331,65.39,IT,2025-07-19
504,381,145.77,FR,2025-06-27
505,373,158.72,ES,2025-07-28
506,491,370.11,FR,2025-02-12
507,20,335.5,DE,2025-02-11
508,430,431.52,ES,2025-09-17
509,201,417.73,IT,2025-04-22
510,177,103.2,US,2025-07-10
511,239,213.45,ES,2025-11-23
512,260,311.5,FR,2025-08-24
513,307,30.83,ES,2025-03-09
514,66,218.28,DE,2025-08-25
515,416,300.71,US,2025-04-21
516,449,171.32,ES,2025-03-04
517,441,273.53,FR,2025-02-22
518,120,359.47,FR,2025-07-14
519,271,28.46,DE,2025-10-30
520,94,208.44,FR,2025-05-23
521,125,316.98,IT,2025-03-11
522,64,331.05,DE,2025-02-06
523,312,328.93,FR,2025-12-19
524,91,125.58,DE,2025-06-18
525,223,132.93,DE,2025-11-09
526,61,162.44,US,2025-07-30
527,428,399.87,IT,2025-08-03
528,41,281.9,US,2025-05-09
529,496,213.68,IT,2025-03-04
530,24,192.57,FR,2025-04-29
531,331,188.31,FR,2025-09-23
532,7,350.75,DE,2025-06-23
533,317,413.52,US,2025-11-05
534,403,278.74,IT,2025-03-04
535,479,367.31,US,2026-01-17
536,430,461.56,FR,2025-04-04
537,183,323.82,US,2025-05-13
538,84,323.59,ES,2025-07-29
539,449,94.29,US,2025-06-07
540,397,461.04,IT,2025-07-26
541,113,160.5,DE,2025-01-26
542,389,249.15,ES,2025-09-16
543,317,14.17,FR,2025-03-18
544,185,309.41,IT,2025-11-16
545,197,457.85,US,2025-10-04
546,7,73.71,FR,2025-11-08
547,209,175.23,IT,2025-05-06
548,457,15.83,FR,2025-04-21
549,247,272.83,DE,2025-04-07
550,450,392.64,IT,2025-12-02
551,103,439.76,IT,2025-06-21
552,398,402.25,ES,2025-10-31
553,193,88.08,IT,2025-05-27
554,380,164.46,US,2025-09-09
555,115,118.28,US,2025-02-14
556,203,356.34,ES,2025-10-17
557,405,273.83,DE,2025-02-26
558,214,81.14,US,2025-08-18
559,78,164.34,IT,2025-08-02
560,331,187.8,IT,2025-10-30
561,209,309.82,US,2025-11-12
562,305,443.39,DE,2025-04-02
563,447,52.92,ES,2025-04-30
564,300,270.55,FR,2025-04-19
565,384,53.17,FR,2025-09-15
566,12,10.03,US,2026-01-11
567,59,155.54,ES,2026-01-18
568,148,28.11,US,2025-06-05
569,308,168.1,FR,2025-09-19
570,344,140.04,IT,2025-03-17
571,443,462.54,US,2026-01-15
572,375,300.16,US,2025-10-29
573,170,315.64,ES,2025-08-12
574,356,184.72,FR,2025-05-24
575,409,423.36,IT,2026-01-07
576,263,170.9,US,2025-12-26
577,272,339.12,IT,2025-04-02
578,293,361.78,US,2025-03-06
579,65,108.67,FR,2025-03-12
580,454,383.62,IT,2025-09-07
581,89,107.0,US,2025-03-17
582,270,463.31,DE,2025-06-06
583,408,263.59,ES,2025-03-16
584,26,296.08,IT,2025-10-30
585,34,448.96,US,2025-07-18
586,334,235.4,ES,2025-07-04
587,199,364.85,DE,2025-04-05
588,213,118.87,US,2025-05-03
589,166,103.41,ES,2025-04-12
590,333,355.29,FR,2025-11-13
591,461,444.56,FR,2025-07-03
592,455,388.82,US,2025-05-26
593,250,178.47,ES,2025-10-27
594,9,489.34,ES,2025-11-05
595,337,416.69,FR,2025-09-30
596,162,196.32,IT,2025-02-11
597,445,178.92,US,2025-05-19
598,439,406.79,US,2025-04-24
599,493,307.38,FR,2025-05-03
600,485,444.38,DE,2025-02-05
601,240,354.94,FR,2025-08-19
602,324,74.77,IT,2025-12-28
603,491,11.24,DE,2025-10-04
604,51,143.64,US,2026-01-12
605,47,406.15,IT,2025-12-23
606,325,75.94,FR,2025-12-08
607,297,463.51,FR,2025-09-12
608,250,113.42,IT,2025-02-25
609,493,21.84,IT,2025-03-30
610,173,354.59,ES,2025-05-24
611,84,144.52,IT,2025-12-07
612,390,368.98,IT,2025-07-21
613,187,30.25,DE,2025-07-27
614,361,24.8,FR,2025-08-02
615,380,488.97,IT,2025-03-06
616,446,123.18,ES,2025-11-26
617,439,47.19,US,2025-09-12
618,332,146.36,DE,2025-04-28
619,252,275.42,ES,2025-10-26
620,334,390.65,DE,2025-11-09
621,479,322.89,US,2025-02-17
622,349,213.83,FR,2025-09-15
623,221,224.82,IT,2025-07-31
624,144,382.79,IT,2025-03-15
625,469,132.57,US,2025-04-24
626,211,462.21,DE,2025-12-22
627,88,463.77,DE,2025-03-17
628,400,288.26,DE,2025-06-04
629,337,342.08,DE,2025-11-25
630,437,407.69,FR,2025-02-18
631,438,39.13,FR,2025-03-26
632,466,59.59,FR,2025-09-29
633,295,403.79,FR,2025-02-19
634,149,134.87,FR,2025-10-18
635,264,136.84,ES,2025-02-13
636,88,251.2,DE,2025-04-24
637,289,390.79,US,2026-01-02
638,419,480.42,IT,2025-03-09
639,423,351.21,FR,2025-07-10
640,446,138.63,FR,2025-12-18
641,448,299.04,US,2025-09-18
642,185,14.87,DE,2025-07-30
643,284,341.31,ES,2025-02-22
644,252,55.06,US,2025-03-20
645,430,102.04,IT,2025-04-06
646,103,241.1,ES,2025-09-02
647,216,129.78,US,2025-08-30
648,251,44.61,FR,2025-06-13
649,116,425.93,DE,2025-02-25
650,332,347.53,DE,2025-11-22
651,159,160.9,FR,2025-06-04
652,343,170.6,FR,2025-08-31
653,80,288.28,DE,2025-04-07
654,500,460.64,DE,2025-05-29
655,286,373.11,US,2025-07-08
656,419,301.53,FR,2025-04-13
657,429,331.02,IT,2025-12-26
658,47,192.41,ES,2025-03-28
659,43,303.06,ES,2025-07-29
660,294,427.44,ES,2025-10-10
661,12,89.12,FR,2025-07-06
662,33,375.86,FR,2025-06-04
663,124,224.86,DE,2025-01-28
664,327,186.73,DE,2025-01-18
665,312,471.56,ES,2025-12-24
666,307,54.8,FR,2025-01-30
667,330,249.71,DE,2025-07-24
668,281,378.9,US,2025-04-14
669,294,406.12,ES,2025-07-14
670,37,118.09,DE,2025-12-24
671,353,391.94,IT,2025-11-27
672,410,254.89,FR,2025-02-02
673,286,333.11,DE,2025-03-22
674,82,407.14,ES,2025-08-31
675,249,89.94,US,2025-09-04
676,373,286.91,DE,2025-09-16
677,403,69.44,ES,2025-07-14
678,445,92.64,FR,2025-05-22
679,21,191.09,FR,2025-09-06
680,118,362.14,ES,2025-09-21
681,357,17.6,US,2025-06-14
682,238,167.91,FR,2025-06-02
683,120,82.43,US,2026-01-02
684,161,219.32,DE,2025-05-29
685,464,379.54,US,2026-01-01
686,279,269.61,FR,2025-11-08
687,395,462.61,FR,2025-09-12
688,289,53.36,ES,2025-06-17
689,62,329.93,DE,2025-11-20
690,280,258.48,FR,2025-05-05
691,1,353.13,DE,2025-09-18
692,472,107.98,ES,2025-04-19
693,247,202.45,FR,2025-08-22
694,114,136.86,ES,2025-11-09
695,195,287.7,FR,2025-09-11
696,470,35.12,ES,2025-12-23
697,274,203.32,US,2025-01-30
698,403,476.22,DE,2025-11-21
699,52,446.39,US,2025-05-21
700,49,198.09,DE,2026-01-05
701,289,483.47,IT,2025-11-24
702,91,382.36,DE,2026-01-06
703,157,284.94,US,2025-08-01
704,420,314.87,IT,2025-09-20
705,167,411.08,IT,2025-06-06
706,126,79.35,US,2025-02-24
707,232,243.76,IT,2025-09-12
708,118,265.83,US,2025-04-09
709,229,19.2,IT,2025-11-07
710,457,338.15,FR,2026-01-13
711,163,462.87,FR,2026-01-17
712,344,231.76,DE,2025-07-13
713,98,396.71,ES,2025-11-24
714,411,180.27,US,2025-04-19
715,470,186.12,DE,2025-06-20
716,141,449.12,FR,2025-04-09
717,478,364.17,DE,2025-04-27
718,189,150.01,US,2025-08-08
719,45,113.26,ES,2025-02-24
720,150,66.77,ES,2025-05-07
721,71,417.02,US,2025-11-17
722,448,158.82,IT,2025-06-13
723,114,415.46,IT,2025-10-03
724,167,344.97,US,2025-07-14
725,189,390.04,ES,2026-01-05
726,39,47.62,FR,2025-03-28
727,402,308.92,ES,2025-12-19
728,109,240.49,US,2025-09-17
729,5,275.15,IT,2025-08-12
730,463,119.78,ES,2025-10-07
731,413,198.21,DE,2025-08-05
732,333,455.46,DE,2025-09-24
733,480,412.49,IT,2025-06-11
734,347,63.56,DE,2025-12-07
735,428,240.13,US,2026-01-15
736,479,493.69,FR,2025-10-23
737,150,72.56,US,2025-10-14
738,134,11.57,FR,2026-01-17
739,332,73.72,US,2025-11-20
740,34,106.0,US,2025-11-09
741,195,18.4,IT,2025-09-25
742,337,248.03,FR,2025-04-16
743,85,115.92,IT,2025-09-26
744,9,215.93,DE,2025-02-12
745,208,176.86,US,2025-06-26
746,496,169.37,US,2025-07-31
747,492,70.15,DE,2025-05-20
748,40,175.23,US,2025-11-05
749,213,58.89,FR,2025-07-04
750,355,350.12,US,2025-05-05
751,218,243.36,US,2025-10-04
752,159,223.37,ES,2025-07-30
753,275,290.64,DE,2025-03-31
754,160,395.94,IT,2025-03-19
755,127,62.8,IT,2025-07-01
756,267,414.28,ES,2025-08-24
757,79,277.81,FR,2025-10-05
758,113,160.33,US,2025-09-06
759,91,168.45,IT,2025-08-17
760,279,336.42,ES,2025-07-09
761,164,177.64,IT,2025-02-01
762,171,241.97,ES,2025-12-08
763,457,81.3,IT,2025-10-26
764,159,44.65,DE,2025-09-28
765,378,19.03,FR,2025-05-19
766,154,74.79,US,2025-11-25
767,237,35.56,IT,2025-08-28
768,368,402.38,FR,2025-03-24
769,100,346.99,DE,2025-04-15
770,100,43.32,FR,2025-08-20
771,240,192.28,ES,2025-05-20
772,385,37.57,FR,2025-07-31
773,381,175.51,US,2025-02-03
774,337,325.43,IT,2025-07-05
775,9,251.4,US,2026-01-13
776,320,380.88,FR,2025-09-06
777,221,182.8,IT,2025-01-29
778,460,11.74,IT,2025-05-22
779,179,120.63,IT,2025-07-05
780,3,154.22,FR,2026-01-14
781,5,370.74,IT,2025-02-09
782,321,229.59,IT,2025-03-25
783,5,40.23,FR,2025-02-08
784,441,448.76,IT,2025-04-22
